,stn_num,,prs_stn,prs_sea_lvl,prs_lvl_hgt,tmp_air_dry,tmp_air_wet,tmp_dew_pnt,hmd_rlt,wind_dir,wind_spd,cld_ttl_cvr,cld_low_cvr,cld_low_hgt,cld_low_type,cld_med_type,cld_high_type,weather_crr,weather_past_1,vis_code,,,,hour,,
5291551,6770,,925.1,,1539,20.9,14.7,9.8,49,300,3,0,0,9,0,0,0,,,65,,,,21:00,,
5291552,6770,,925.1,,1537,20.3,14.6,10.1,52,300,1.5,0,0,9,0,0,0,,,65,,,,00:00,,
5291553,6770,,925.3,,1534,20.7,14.8,10.2,51,320,4,0,0,9,0,0,0,,,65,,,,03:00,,
5291554,6770,,926.2,,1552,22.4,16,11.3,49,310,3,0,0,9,0,0,0,,,65,,,,06:00,,
5291555,6770,,926.5,,1567,26.8,18.2,12.5,41,90,2,0,0,9,0,0,0,,,65,,,,09:00,,
5291556,6770,,925.2,,1559,29.2,19.3,13,37,340,2.5,0,0,9,0,0,0,,,65,,,,12:00,,
5291557,6770,,924.4,,1545,25.8,19,14.9,51,310,4.5,0,0,9,0,0,0,,,65,,,,15:00,,
5291558,6770,,925.2,,1540,21.3,17,14.2,64,280,5.5,0,0,9,0,0,0,,,60,,,,18:00,,
5291559,6770,,925.2,,1535,19.2,18.1,17.5,90,300,4.5,2,2,3,6,0,0,10,0,50,,,,21:00,,
5291560,6770,,924.6,,1528,18.6,17.5,16.8,89,290,5.5,3,3,5,5,0,0,10,0,50,,,,00:00,,
5291561,6770,,924.4,,1525,18,16.9,16.2,89,290,2.5,2,2,5,5,0,0,10,0,58,,,,03:00,,
5291562,6770,,923.7,,1525,20.6,17,14.7,69,290,2.5,1,1,4,8,0,0,,,65,,,,06:00,,
5291563,6770,,923.9,,1543,27.3,17.3,10,34,300,2.5,0,0,9,0,0,0,,,68,,,,09:00,,
5291564,6770,,922.1,,1530,29,17.8,9.7,30,310,3,0,0,9,0,0,0,,,67,,,,12:00,,
5291565,6770,,921.1,,1516,26,18.9,14.5,49,310,4,0,0,9,0,0,0,,,65,,,,15:00,,
5291566,6770,,921,,1502,21.7,18.4,16.5,72,300,4,0,0,9,0,0,0,,,65,,,,18:00,,
5291567,6770,,921.1,,1504,22.2,15,9.3,44,300,6,0,0,9,0,0,0,,,65,,,,21:00,,
5291568,6770,,920.9,,1502,18.4,17.5,17,91,300,4,0,0,9,0,0,0,,,65,,,,00:00,,
5291569,6770,,920.2,,1486,18.1,17.3,16.8,92,0,0,0,0,9,0,0,0,,,60,,,,03:00,,
5291570,6770,,921,,1503,22,18,15.6,67,320,2.5,0,0,9,0,0,0,,,65,,,,06:00,,
5291571,6770,,920.9,,1514,27,17.8,11.5,38,350,4,0,0,9,0,0,0,,,65,,,,09:00,,
5291572,6770,,919.7,,1505,28,18,11.1,35,300,5,0,0,9,0,0,0,,,65,,,,12:00,,
5291573,6770,,919.1,,1492,24.5,19.1,15.9,58,280,4.5,0,0,9,0,0,0,,,65,,,,15:00,,
5291574,6770,,920.1,,1494,21.7,17.5,14.8,65,280,4.5,0,0,9,0,0,0,,,65,,,,18:00,,
5291575,6770,,919.8,,1492,21.6,14.3,8.2,42,290,5.5,0,0,9,0,0,0,,,62,,,,21:00,,
5291576,6770,,919.2,,1483,20.3,13.8,8.3,46,280,5,0,0,9,0,0,0,,,60,,,,00:00,,
5291577,6770,,919,,1476,18.4,15.8,14,76,260,4,0,0,9,0,0,0,,,60,,,,03:00,,
5291578,6770,,920.3,,1492,20.2,17.8,16.4,79,260,4,0,0,9,0,0,0,,,62,,,,06:00,,
5291579,6770,,920.9,,1511,26.5,18.2,12.8,43,260,4,0,0,9,0,0,0,,,63,,,,09:00,,
5291580,6770,,920,,1508,28,19,13.3,40,280,6.5,0,0,9,0,0,0,,,63,,,,12:00,,
5291581,6770,,919.4,,1495,24.9,19.9,17.1,62,280,5,0,0,9,0,0,0,,,65,,,,15:00,,
5291582,6770,,920.7,,1497,20.6,19,18.1,86,270,6,2,2,3,6,0,0,10,0,59,,,,18:00,,
5291583,6770,,921.1,,1499,19.9,18.1,17,84,230,2.5,0,0,9,0,0,0,,,60,,,,21:00,,
5291584,6770,,920.8,,1496,19.5,16.8,15.1,76,260,3,2,2,4,1,0,0,,,60,,,,00:00,,
5291585,6770,,920.8,,1495,19.3,18.3,17.7,91,230,3.5,5,5,3,8,0,0,10,0,57,,,,03:00,,
5291586,6770,,920.8,,1499,20.9,18.6,17.3,80,230,3.5,7,7,4,8,10,10,10,2,58,,,,06:00,,
5291587,6770,,920.9,,1509,24.8,19,15.5,56,240,5.5,5,5,4,2,0,0,,,65,,,,09:00,,
5291588,6770,,920.4,,1507,25.6,19,15,52,280,4,5,5,5,2,0,0,,,65,,,,12:00,,
5291589,6770,,920.5,,1503,23.2,18.4,15.5,61,280,3.5,3,3,5,1,0,0,,,65,,,,15:00,,
5291590,6770,,922.1,,1509,20.3,18.3,17.1,82,320,3.5,1,1,3,6,0,0,10,0,59,,,,18:00,,
5291591,6770,,922.1,,1507,19.4,17.1,15.7,79,310,4.5,0,0,9,0,0,0,,,60,,,,21:00,,
5291592,6770,,921.7,,1502,18.4,17.4,16.8,90,280,4,3,3,3,6,0,0,10,1,50,,,,00:00,,
5291593,6770,,921.5,,1499,17.9,17.3,16.9,94,260,2.5,3,3,3,6,0,0,10,0,30,,,,03:00,,
5291594,6770,,922.8,,1515,20.2,17.4,15.7,75,220,1.5,6,6,4,8,0,0,10,2,58,,,,06:00,,
5291595,6770,,922.8,,1524,24.5,18.3,14.4,53,160,1,7,7,5,8,10,10,,,65,,,,09:00,,
5291596,6770,,921.5,,1517,26.3,19.8,16.1,53,260,2.5,6,6,5,8,0,0,,,65,,,,12:00,,
5291597,6770,,922.1,,1516,22.8,19,16.8,69,260,4.5,2,2,5,2,0,0,,,62,,,,15:00,,
5291598,6770,,923,,1517,20,17.8,16.5,80,260,3.5,0,0,9,0,0,0,,,60,,,,18:00,,
5291599,6770,,923,,1513,18.6,17.2,16.3,87,300,4.5,0,0,9,0,0,0,,,60,,,,21:00,,
5291600,6770,,922.8,,1510,17.6,16.1,15.1,85,300,3,0,0,9,0,0,0,,,60,,,,00:00,,
5291601,6770,,922.2,,1502,17.1,15.6,14.6,85,320,2,0,0,9,0,0,0,,,60,,,,03:00,,
5291602,6770,,922.9,,1516,20,16.2,13.6,67,340,1.5,0,0,9,0,0,0,,,62,,,,06:00,,
5291603,6770,,922.8,,1528,25.3,17.7,12.6,45,140,2,0,0,9,0,0,0,,,62,,,,09:00,,
5291604,6770,,921.5,,1521,27.5,18.3,12.2,39,340,3,1,1,5,1,0,0,,,62,,,,12:00,,
5291605,6770,,921.4,,1511,24.1,18.9,15.8,60,310,4,0,0,9,0,0,0,,,62,,,,15:00,,
5291606,6770,,921.6,,1505,20.4,17.4,15.5,74,290,3.5,0,0,9,0,0,0,,,60,,,,18:00,,
5291607,6770,,922,,1505,19,16.6,15.1,78,290,3,0,0,9,0,0,0,,,60,,,,21:00,,
5291608,6770,,922,,1503,18.2,16.4,15.2,83,300,3.5,2,2,3,6,0,0,10,0,56,,,,00:00,,
5291609,6770,,922.4,,1507,17.9,16,14.7,82,350,1.5,6,6,4,2,0,0,10,0,56,,,,03:00,,
5291610,6770,,922.4,,1513,20.7,16.3,13.3,63,340,2.5,0,0,9,0,0,0,,,60,,,,06:00,,
5291611,6770,,921.6,,1517,25.4,17.6,12.3,44,330,2,0,0,9,0,0,0,,,65,,,,09:00,,
5291612,6770,,921,,1512,26,19,14.7,50,230,3.5,2,2,5,1,0,0,,,62,,,,12:00,,
5291613,6770,,919.7,,1490,21.5,18.5,16.8,74,230,5.5,3,3,4,2,0,0,,,60,,,,15:00,,
5291614,6770,,921,,1497,19.7,17.5,16.2,80,290,5,5,5,4,6,0,0,,,60,,,,18:00,,
5291615,6770,,921.7,,1502,18.6,17.1,16.2,86,280,5.5,3,3,4,6,0,0,,,60,,,,21:00,,
5291616,6770,,921.4,,1498,17.9,16.2,15.1,84,290,3,2,2,4,6,0,0,,,60,,,,00:00,,
5291617,6770,,921.4,,1497,17.6,15.9,14.8,83,280,2,3,3,4,6,0,0,,,60,,,,03:00,,
5291618,6770,,922.4,,1511,19.6,16.6,14.6,73,280,2.5,6,6,4,8,0,0,,,63,,,,06:00,,
5291619,6770,,922.8,,1522,22.9,16.6,12.2,51,300,3.5,1,1,5,1,0,0,,,65,,,,09:00,,
5291620,6770,,922.3,,1520,24.5,17.6,13,49,300,4,2,2,5,1,0,0,,,65,,,,12:00,,
5291621,6770,,921.9,,1514,22.8,17.3,13.7,56,300,4.5,0,0,9,0,0,0,,,65,,,,15:00,,
5291622,6770,,923.5,,1519,19,16.6,15,78,300,4,0,0,9,0,0,0,,,60,,,,18:00,,
5291623,6770,,923.7,,1519,17.8,16.2,15.2,85,300,5,0,0,9,0,0,0,,,60,,,,21:00,,
5291624,6770,,923.2,,1511,17.2,16,15.2,88,290,4,2,2,4,6,0,0,,,60,,,,00:00,,
5291625,6770,,923.6,,1515,16.8,15.2,14.1,84,280,2,2,2,4,6,0,0,,,60,,,,03:00,,
5291626,6770,,923.9,,1525,20.2,16.9,14.8,71,10,3,0,0,9,0,0,0,10,0,58,,,,06:00,,
5291627,6770,,924,,1538,25.3,18.5,14.2,50,330,2,0,0,9,0,0,0,,,63,,,,09:00,,
5291628,6770,,923.1,,1532,27.2,19.6,15.1,47,330,4,1,1,5,1,0,0,,,62,,,,12:00,,
5291629,6770,,922.6,,1522,24,20,17.8,68,310,5.5,1,1,5,1,0,0,,,62,,,,15:00,,
5291630,6770,,923.2,,1520,20.5,19,18.2,86,310,5.5,2,2,4,6,0,0,,,60,,,,18:00,,
5291631,6770,,923.5,,1519,18.9,17.7,17,89,300,4,4,4,4,6,0,0,,,60,,,,21:00,,
5291632,6770,,923.3,,1516,18.5,17.5,16.9,90,290,4,4,4,4,6,0,0,,,60,,,,00:00,,
5291633,6770,,923.2,,1515,18.5,17.5,16.9,90,320,4,5,5,3,6,0,0,,,60,,,,03:00,,
5291634,6770,,924,,1528,21.2,17.8,15.7,71,330,3.5,0,0,9,0,0,0,10,2,58,,,,06:00,,
5291635,6770,,923.6,,1537,26.4,18.4,13.2,44,340,2.5,0,0,9,0,0,0,,,63,,,,09:00,,
5291636,6770,,922.1,,1528,28.2,20.2,15.6,46,310,4,0,0,9,0,0,0,5,0,60,,,,12:00,,
5291637,6770,,921.9,,1518,24.9,20.7,18.5,68,320,5,0,0,9,0,0,0,5,0,58,,,,15:00,,
5291638,6770,,922.2,,1514,22.1,16.8,13.2,57,310,4,0,0,9,0,0,0,,,60,,,,18:00,,
5291639,6770,,922.2,,1510,20.5,18,16.5,78,280,3.5,0,0,9,0,0,0,10,0,59,,,,21:00,,
5291640,6770,,921.8,,1503,18.7,17.9,17.4,92,300,3.5,3,3,3,6,0,0,10,0,40,,,,00:00,,
5291641,6770,,921.7,,1503,19,17.3,16.3,84,320,3,0,0,9,0,0,0,10,0,57,,,,03:00,,
5291642,6770,,921.3,,1518,26.8,15.8,6.7,28,40,3,0,0,9,0,0,0,5,0,58,,,,06:00,,
5291643,6770,,921.1,,1520,29.2,16.4,5.7,23,50,3,0,0,9,0,0,0,5,0,58,,,,09:00,,
5291644,6770,,920.2,,1519,32.2,17,4,17,110,2,0,0,9,0,0,0,5,0,60,,,,12:00,,
5291645,6770,,919.8,,1503,26.8,21.1,18.1,59,290,5,0,0,9,0,0,0,5,0,58,,,,15:00,,
5291646,6770,,921.5,,1508,22.2,19.3,17.7,76,270,4,0,0,9,0,0,0,10,0,58,,,,18:00,,

